source_table,target_table,source_column,target_column
Medication,medication,text_status,text_status
Medication,medication,text_div,text_div
Medication,medication,identifier_0_use,identifier_0_use
Medication,medication,identifier_0_type_coding_0_system,identifier_0_type_coding_0_system
Medication,medication,identifier_0_type_coding_0_code,identifier_0_type_coding_0_code
Medication,medication,identifier_0_type_coding_0_display,identifier_0_type_coding_0_display
Medication,medication,identifier_0_system,identifier_0_system
Medication,medication,identifier_0_value,identifier_0_value
Medication,medication,identifier_0_period_start,identifier_0_period_start
Medication,medication,identifier_0_period_end,identifier_0_period_end
Medication,medication,identifier_0_assigner_display,identifier_0_assigner_display
Medication,medication,identifier_1_use,identifier_1_use
Medication,medication,identifier_1_type_coding_0_system,identifier_1_type_coding_0_system
Medication,medication,identifier_1_type_coding_0_code,identifier_1_type_coding_0_code
Medication,medication,identifier_1_type_coding_0_display,identifier_1_type_coding_0_display
Medication,medication,identifier_1_system,identifier_1_system
Medication,medication,identifier_1_value,identifier_1_value
Medication,medication,identifier_1_period_start,identifier_1_period_start
Medication,medication,identifier_1_period_end,identifier_1_period_end
Medication,medication,identifier_1_assigner_display,identifier_1_assigner_display
Medication,medication,status,status
Medication,medication,code_coding_0_system,code_coding_0_system
Medication,medication,code_coding_0_code,code_coding_0_code
Medication,medication,code_coding_0_display,code_coding_0_display
Medication,medication,code_coding_1_system,code_coding_1_system
Medication,medication,code_coding_1_code,code_coding_1_code
Medication,medication,code_coding_1_display,code_coding_1_display
Medication,medication,code_text,code_text
Medication,medication,doseForm_coding_0_system,dose_form_coding_0_system
Medication,medication,doseForm_coding_0_code,dose_form_coding_0_code
Medication,medication,doseForm_coding_0_display,dose_form_coding_0_display
Medication,medication,doseForm_text,dose_form_text
Medication,medication,amount_numerator_comparator,amount_numerator_comparator
Medication,medication,amount_numerator_unit,amount_numerator_unit
Medication,medication,amount_numerator_system,amount_numerator_system
Medication,medication,amount_numerator_code,amount_numerator_code
Medication,medication,amount_denominator_comparator,amount_denominator_comparator
Medication,medication,amount_denominator_unit,amount_denominator_unit
Medication,medication,amount_denominator_system,amount_denominator_system
Medication,medication,amount_denominator_code,amount_denominator_code
Medication,medication,ingredient_0_item_concept_coding_0_system,ingredient_0_item_concept_coding_0_system
Medication,medication,ingredient_0_item_concept_coding_0_code,ingredient_0_item_concept_coding_0_code
Medication,medication,ingredient_0_item_concept_coding_0_display,ingredient_0_item_concept_coding_0_display
Medication,medication,ingredient_0_item_concept_text,ingredient_0_item_concept_text
Medication,medication,ingredient_0_item_reference,ingredient_0_item_reference
Medication,medication,ingredient_0_isActive,ingredient_0_is_active
Medication,medication,ingredient_0_strength_numerator_comparator,ingredient_0_strength_numerator_comparator
Medication,medication,ingredient_0_strength_numerator_unit,ingredient_0_strength_numerator_unit
Medication,medication,ingredient_0_strength_numerator_system,ingredient_0_strength_numerator_system
Medication,medication,ingredient_0_strength_numerator_code,ingredient_0_strength_numerator_code
Medication,medication,ingredient_0_strength_denominator_comparator,ingredient_0_strength_denominator_comparator
Medication,medication,ingredient_0_strength_denominator_unit,ingredient_0_strength_denominator_unit
Medication,medication,ingredient_0_strength_denominator_system,ingredient_0_strength_denominator_system
Medication,medication,ingredient_0_strength_denominator_code,ingredient_0_strength_denominator_code
Medication,medication,batch_lotNumber,batch_lot_number
Medication,medication,batch_expirationDate,batch_expiration_date
Medication,medication,manufacturer_reference,manufacturer_reference
Medication,medication,manufacturer_display,manufacturer_display
Medication,medication,marketingAuthorizationHolder_reference,marketing_authorization_holder_reference
Medication,medication,marketingAuthorizationHolder_display,marketing_authorization_holder_display
Medication,medication,pureSubstance_concept_coding_0_system,pure_substance_concept_coding_0_system
Medication,medication,pureSubstance_concept_coding_0_code,pure_substance_concept_coding_0_code
Medication,medication,pureSubstance_concept_coding_0_display,pure_substance_concept_coding_0_display
Medication,medication,pureSubstance_reference,pure_substance_reference
Medication,medication,note_0_text,note_0_text
Medication,medication,createdAt,created_at
Medication,medication,updatedAt,updated_at
Medication,medication,isDeleted,is_deleted
Observation,observation,,
Observation,observation,id,id
Observation,observation,resourceType,resource_type
Observation,observation,createdAt,created_at
Observation,observation,updatedAt,updated_at
Observation,observation,isDeleted,is_deleted
Observation,observation,status,status
Observation,observation,text_status,text_status
Observation,observation,text_div,text_div
Observation,observation,meta_versionId,meta_version_id
Observation,observation,meta_lastUpdated,meta_last_updated
Observation,observation,meta_profile_0,meta_profile_0
Observation,observation,effectiveDateTime,effective_date_time
Observation,observation,effectiveInstant,effective_instant
Observation,observation,effectivePeriod_start,effective_period_start
Observation,observation,effectivePeriod_end,effective_period_end
Observation,observation,issued,issued
Observation,observation,effectiveTiming_repeat_periodUnit,effective_timing_repeat_period_unit
Observation,observation,subject_reference,subject_reference
Observation,observation,subject_display,subject_display
Observation,observation,subject_type,subject_type
Observation,observation,encounter_reference,encounter_reference
Observation,observation,encounter_display,encounter_display
Observation,observation,encounter_type,encounter_type
Observation,observation,performer_0_reference,performer_0_reference
Observation,observation,performer_0_display,performer_0_display
Observation,observation,performer_0_type,performer_0_type
Observation,observation,performer_1_reference,performer_1_reference
Observation,observation,performer_1_display,performer_1_display
Observation,observation,performer_1_type,performer_1_type
Observation,observation,device_reference,device_reference
Observation,observation,device_display,device_display
Observation,observation,device_type,device_type
Observation,observation,specimen_reference,specimen_reference
Observation,observation,specimen_display,specimen_display
Observation,observation,specimen_type,specimen_type
Observation,observation,basedOn_0_reference,based_on_0_reference
Observation,observation,basedOn_0_display,based_on_0_display
Observation,observation,basedOn_0_type,based_on_0_type
Observation,observation,partOf_0_reference,part_of_0_reference
Observation,observation,partOf_0_display,part_of_0_display
Observation,observation,partOf_0_type,part_of_0_type
Observation,observation,hasMember_0_reference,has_member_0_reference
Observation,observation,hasMember_0_display,has_member_0_display
Observation,observation,hasMember_0_type,has_member_0_type
Observation,observation,hasMember_1_reference,has_member_1_reference
Observation,observation,hasMember_1_display,has_member_1_display
Observation,observation,hasMember_1_type,has_member_1_type
Observation,observation,hasMember_2_reference,has_member_2_reference
Observation,observation,hasMember_2_display,has_member_2_display
Observation,observation,hasMember_2_type,has_member_2_type
Observation,observation,focus_0_reference,focus_0_reference
Observation,observation,focus_0_display,focus_0_display
Observation,observation,focus_0_type,focus_0_type
Observation,observation,bodySite_coding_0_system,body_site_coding_0_system
Observation,observation,bodySite_coding_0_code,body_site_coding_0_code
Observation,observation,bodySite_coding_0_display,body_site_coding_0_display
Observation,observation,bodySite_text,body_site_text
Observation,observation,bodyStructure_reference,body_structure_reference
Observation,observation,bodyStructure_display,body_structure_display
Observation,observation,bodyStructure_type,body_structure_type
Observation,observation,triggeredBy_0_observation_reference,triggered_by_0_observation_reference
Observation,observation,triggeredBy_0_observation_display,triggered_by_0_observation_display
Observation,observation,triggeredBy_0_observation_type,triggered_by_0_observation_type
Observation,observation,triggeredBy_0_reason,triggered_by_0_reason
Observation,observation,triggeredBy_0_type,triggered_by_0_type
Observation,observation,category_0_coding_0_system,category_0_coding_0_system
Observation,observation,category_0_coding_0_code,category_0_coding_0_code
Observation,observation,category_0_coding_0_display,category_0_coding_0_display
Observation,observation,category_0_text,category_0_text
Observation,observation,code_coding_0_system,code_coding_0_system
Observation,observation,code_coding_0_code,code_coding_0_code
Observation,observation,code_coding_0_display,code_coding_0_display
Observation,observation,code_coding_1_system,code_coding_1_system
Observation,observation,code_coding_1_code,code_coding_1_code
Observation,observation,code_coding_1_display,code_coding_1_display
Observation,observation,code_text,code_text
Observation,observation,instantiatesCanonical_0,instantiates_canonical_0
Observation,observation,instantiatesReference_0_reference,instantiates_reference_0_reference
Observation,observation,instantiatesReference_0_display,instantiates_reference_0_display
Observation,observation,instantiatesReference_0_type,instantiates_reference_0_type
Observation,observation,method_coding_0_system,method_coding_0_system
Observation,observation,method_coding_0_code,method_coding_0_code
Observation,observation,method_coding_0_display,method_coding_0_display
Observation,observation,method_text,method_text
Observation,observation,valueQuantity_unit,value_quantity_unit
Observation,observation,valueQuantity_system,value_quantity_system
Observation,observation,valueQuantity_code,value_quantity_code
Observation,observation,valueQuantity_comparator,value_quantity_comparator
Observation,observation,valueCodeableConcept_coding_0_system,value_codeable_concept_coding_0_system
Observation,observation,valueCodeableConcept_coding_0_code,value_codeable_concept_coding_0_code
Observation,observation,valueCodeableConcept_coding_0_display,value_codeable_concept_coding_0_display
Observation,observation,valueCodeableConcept_coding_1_system,value_codeable_concept_coding_1_system
Observation,observation,valueCodeableConcept_coding_1_code,value_codeable_concept_coding_1_code
Observation,observation,valueCodeableConcept_coding_1_display,value_codeable_concept_coding_1_display
Observation,observation,valueCodeableConcept_text,value_codeable_concept_text
Observation,observation,valueString,value_string
Observation,observation,valueBoolean,value_boolean
Observation,observation,valueTime,value_time
Observation,observation,valueRange_low_unit,value_range_low_unit
Observation,observation,valueRange_high_unit,value_range_high_unit
Observation,observation,valueRatio_numerator_unit,value_ratio_numerator_unit
Observation,observation,valueRatio_denominator_unit,value_ratio_denominator_unit
Observation,observation,valuePeriod_start,value_period_start
Observation,observation,valuePeriod_end,value_period_end
Observation,observation,valueAttachment_contentType,value_attachment_content_type
Observation,observation,valueAttachment_creation,value_attachment_creation
Observation,observation,valueAttachment_url,value_attachment_url
Observation,observation,valueAttachment_title,value_attachment_title
Observation,observation,valueSampledData_data,value_sampled_data_data
Observation,observation,component_0_code_coding_0_system,component_0_code_coding_0_system
Observation,observation,component_0_code_coding_0_code,component_0_code_coding_0_code
Observation,observation,component_0_code_coding_0_display,component_0_code_coding_0_display
Observation,observation,component_0_valueQuantity_unit,component_0_value_quantity_unit
Observation,observation,component_0_valueQuantity_system,component_0_value_quantity_system
Observation,observation,component_0_valueQuantity_code,component_0_value_quantity_code
Observation,observation,component_0_interpretation_0_coding_0_system,component_0_interpretation_0_coding_0_system
Observation,observation,component_0_interpretation_0_coding_0_code,component_0_interpretation_0_coding_0_code
Observation,observation,component_0_interpretation_0_coding_0_display,component_0_interpretation_0_coding_0_display
Observation,observation,component_0_referenceRange_0_low_unit,component_0_reference_range_0_low_unit
Observation,observation,component_0_referenceRange_0_high_unit,component_0_reference_range_0_high_unit
Observation,observation,component_0_dataAbsentReason_coding_0_system,component_0_data_absent_reason_coding_0_system
Observation,observation,component_0_dataAbsentReason_coding_0_code,component_0_data_absent_reason_coding_0_code
Observation,observation,component_0_dataAbsentReason_coding_0_display,component_0_data_absent_reason_coding_0_display
Observation,observation,component_1_code_coding_0_system,component_1_code_coding_0_system
Observation,observation,component_1_code_coding_0_code,component_1_code_coding_0_code
Observation,observation,component_1_code_coding_0_display,component_1_code_coding_0_display
Observation,observation,component_1_valueQuantity_unit,component_1_value_quantity_unit
Observation,observation,component_1_valueQuantity_system,component_1_value_quantity_system
Observation,observation,component_1_valueQuantity_code,component_1_value_quantity_code
Observation,observation,component_1_interpretation_0_coding_0_system,component_1_interpretation_0_coding_0_system
Observation,observation,component_1_interpretation_0_coding_0_code,component_1_interpretation_0_coding_0_code
Observation,observation,component_1_interpretation_0_coding_0_display,component_1_interpretation_0_coding_0_display
Observation,observation,component_2_code_coding_0_system,component_2_code_coding_0_system
Observation,observation,component_2_code_coding_0_code,component_2_code_coding_0_code
Observation,observation,component_2_code_coding_0_display,component_2_code_coding_0_display
Observation,observation,component_2_valueQuantity_unit,component_2_value_quantity_unit
Observation,observation,component_2_valueQuantity_system,component_2_value_quantity_system
Observation,observation,component_2_valueQuantity_code,component_2_value_quantity_code
Observation,observation,referenceRange_0_high_unit,reference_range_0_high_unit
Observation,observation,referenceRange_0_high_code,reference_range_0_high_code
Observation,observation,referenceRange_0_high_system,reference_range_0_high_system
Observation,observation,referenceRange_0_low_unit,reference_range_0_low_unit
Observation,observation,referenceRange_0_low_code,reference_range_0_low_code
Observation,observation,referenceRange_0_low_system,reference_range_0_low_system
Observation,observation,referenceRange_0_text,reference_range_0_text
Observation,observation,referenceRange_0_type_coding_0_system,reference_range_0_type_coding_0_system
Observation,observation,referenceRange_0_type_coding_0_code,reference_range_0_type_coding_0_code
Observation,observation,referenceRange_0_type_coding_0_display,reference_range_0_type_coding_0_display
Observation,observation,referenceRange_0_appliesTo_0_coding_0_system,reference_range_0_applies_to_0_coding_0_system
Observation,observation,referenceRange_0_appliesTo_0_coding_0_code,reference_range_0_applies_to_0_coding_0_code
Observation,observation,referenceRange_0_appliesTo_0_coding_0_display,reference_range_0_applies_to_0_coding_0_display
Observation,observation,referenceRange_0_age_low_unit,reference_range_0_age_low_unit
Observation,observation,referenceRange_0_age_low_code,reference_range_0_age_low_code
Observation,observation,referenceRange_0_age_low_system,reference_range_0_age_low_system
Observation,observation,referenceRange_0_age_high_unit,reference_range_0_age_high_unit
Observation,observation,referenceRange_0_age_high_code,reference_range_0_age_high_code
Observation,observation,referenceRange_0_age_high_system,reference_range_0_age_high_system
Observation,observation,interpretation_0_coding_0_system,interpretation_0_coding_0_system
Observation,observation,interpretation_0_coding_0_code,interpretation_0_coding_0_code
Observation,observation,interpretation_0_coding_0_display,interpretation_0_coding_0_display
Observation,observation,interpretation_0_text,interpretation_0_text
Observation,observation,dataAbsentReason_coding_0_system,data_absent_reason_coding_0_system
Observation,observation,dataAbsentReason_coding_0_code,data_absent_reason_coding_0_code
Observation,observation,dataAbsentReason_coding_0_display,data_absent_reason_coding_0_display
Observation,observation,identifier_0_system,identifier_0_system
Observation,observation,identifier_0_value,identifier_0_value
Observation,observation,identifier_0_use,identifier_0_use
Observation,observation,identifier_0_period_start,identifier_0_period_start
Observation,observation,identifier_0_assigner_reference,identifier_0_assigner_reference
Observation,observation,note_0_text,note_0_text
Observation,observation,note_0_time,note_0_time
Observation,observation,note_0_authorReference_reference,note_0_author_reference_reference
Observation,observation,note_1_text,note_1_text
Observation,observation,identifier_0_assigner_display,identifier_0_assigner_display
Observation,observation,note_0_authorReference_display,note_0_author_reference_display
Observation,observation,valueAttachment_data,value_attachment_data
Observation,observation,valueAttachment_hash,value_attachment_hash
Observation,observation,identifier_0_period_end,identifier_0_period_end
Observation,observation,authored,authored
Observation,observation,code_coding_0_version,code_coding_0_version
Observation,observation,device_identifier,device_identifier
Observation,observation,encounter_identifier_system,encounter_identifier_system
Observation,observation,encounter_identifier_value,encounter_identifier_value
Observation,observation,meta_profile_1,meta_profile_1
Observation,observation,meta_profile_2,meta_profile_2
Observation,observation,meta_source,meta_source
Observation,observation,note_1_time,note_1_time
Observation,observation,note_2_text,note_2_text
Observation,observation,performer_0_identifier_system,performer_0_identifier_system
Observation,observation,performer_0_identifier_value,performer_0_identifier_value
Observation,observation,specimen_identifier_system,specimen_identifier_system
Observation,observation,specimen_identifier_value,specimen_identifier_value
Observation,observation,subject_identifier_system,subject_identifier_system
Observation,observation,subject_identifier_value,subject_identifier_value
Observation,observation,valueAttachment_language,value_attachment_language
Observation,observation,valueRange_high_code,value_range_high_code
Observation,observation,valueRange_high_system,value_range_high_system
Observation,observation,valueRange_low_code,value_range_low_code
Observation,observation,valueRange_low_system,value_range_low_system
Observation,observation,valueRatio_denominator_code,value_ratio_denominator_code
Observation,observation,valueRatio_denominator_system,value_ratio_denominator_system
Observation,observation,valueRatio_numerator_code,value_ratio_numerator_code
Observation,observation,valueRatio_numerator_system,value_ratio_numerator_system
Observation,observation,valueReference_display,value_reference_display
Observation,observation,valueReference_reference,value_reference_reference
Observation,observation,valueReference_type,value_reference_type
Patient,patient,,
Patient,patient,id,id
Patient,patient,resourceType,resource_type
Patient,patient,active,active
Patient,patient,gender,gender
Patient,patient,birth_date,birth_date
Patient,patient,marital_status,marital_status
Patient,patient,medical_record_number,medical_record_number
Patient,patient,name_0_use,name_0_use
Patient,patient,name_0_family,name_0_family
Patient,patient,name_0_given,name_0_given
Patient,patient,name_0_prefix,name_0_prefix
Patient,patient,name_1_use,name_1_use
Patient,patient,name_1_family,name_1_family
Patient,patient,name_1_given,name_1_given
Patient,patient,name_1_prefix,name_1_prefix
Patient,patient,address_0_use,address_0_use
Patient,patient,address_0_type,address_0_type
Patient,patient,address_0_line,address_0_line
Patient,patient,address_0_city,address_0_city
Patient,patient,address_0_district,address_0_district
Patient,patient,address_0_state,address_0_state
Patient,patient,address_0_postal_code,address_0_postal_code
Patient,patient,address_0_country,address_0_country
Patient,patient,address_1_use,address_1_use
Patient,patient,address_1_type,address_1_type
Patient,patient,address_1_line,address_1_line
Patient,patient,address_1_city,address_1_city
Patient,patient,address_1_district,address_1_district
Patient,patient,address_1_state,address_1_state
Patient,patient,address_1_postal_code,address_1_postal_code
Patient,patient,address_1_country,address_1_country
Patient,patient,generalPractitioner_0_reference,general_practitioner_0_reference
Patient,patient,generalPractitioner_0_display,general_practitioner_0_display
Patient,patient,generalPractitioner_1_reference,general_practitioner_1_reference
Patient,patient,generalPractitioner_1_display,general_practitioner_1_display
Patient,patient,managingOrganization_reference,managing_organization_reference
Patient,patient,managingOrganization_display,managing_organization_display
Patient,patient,race,race
Patient,patient,ethnicity,ethnicity
Patient,patient,createdAt,created_at
Patient,patient,updatedAt,updated_at
Patient,patient,isDeleted,is_deleted
Practitioner,practitioner,,
Practitioner,practitioner,id,id
Practitioner,practitioner,resourceType,resource_type
Practitioner,practitioner,meta_versionId,meta_version_id
Practitioner,practitioner,meta_lastUpdated,meta_last_updated
Practitioner,practitioner,meta_profile_0,meta_profile_0
Practitioner,practitioner,text_status,text_status
Practitioner,practitioner,text_div,text_div
Practitioner,practitioner,identifier_0_system,identifier_0_system
Practitioner,practitioner,identifier_0_value,identifier_0_value
Practitioner,practitioner,identifier_0_display,identifier_0_display
Practitioner,practitioner,identifier_1_system,identifier_1_system
Practitioner,practitioner,identifier_1_value,identifier_1_value
Practitioner,practitioner,identifier_1_display,identifier_1_display
Practitioner,practitioner,identifier_2_system,identifier_2_system
Practitioner,practitioner,identifier_2_value,identifier_2_value
Practitioner,practitioner,identifier_2_display,identifier_2_display
Practitioner,practitioner,active,active
Practitioner,practitioner,name_0_use,name_0_use
Practitioner,practitioner,name_0_family,name_0_family
Practitioner,practitioner,name_0_given_0,name_0_given_0
Practitioner,practitioner,name_0_prefix_0,name_0_prefix_0
Practitioner,practitioner,name_1_use,name_1_use
Practitioner,practitioner,name_1_family,name_1_family
Practitioner,practitioner,name_1_given_0,name_1_given_0
Practitioner,practitioner,name_1_given_1,name_1_given_1
Practitioner,practitioner,telecom_0_system,telecom_0_system
Practitioner,practitioner,telecom_0_value,telecom_0_value
Practitioner,practitioner,telecom_0_use,telecom_0_use
Practitioner,practitioner,telecom_1_system,telecom_1_system
Practitioner,practitioner,telecom_1_value,telecom_1_value
Practitioner,practitioner,telecom_1_use,telecom_1_use
Practitioner,practitioner,telecom_2_system,telecom_2_system
Practitioner,practitioner,telecom_2_value,telecom_2_value
Practitioner,practitioner,telecom_2_use,telecom_2_use
Practitioner,practitioner,address_0_use,address_0_use
Practitioner,practitioner,address_0_type,address_0_type
Practitioner,practitioner,address_0_text,address_0_text
Practitioner,practitioner,address_0_line_0,address_0_line_0
Practitioner,practitioner,address_0_line_1,address_0_line_1
Practitioner,practitioner,address_0_city,address_0_city
Practitioner,practitioner,address_0_state,address_0_state
Practitioner,practitioner,address_0_postalCode,address_0_postal_code
Practitioner,practitioner,address_0_country,address_0_country
Practitioner,practitioner,gender,gender
Practitioner,practitioner,birthDate,birth_date
Practitioner,practitioner,qualification_0_identifier_0_system,qualification_0_identifier_0_system
Practitioner,practitioner,qualification_0_identifier_0_value,qualification_0_identifier_0_value
Practitioner,practitioner,qualification_0_code_coding_0_system,qualification_0_code_coding_0_system
Practitioner,practitioner,qualification_0_code_coding_0_code,qualification_0_code_coding_0_code
Practitioner,practitioner,qualification_0_code_coding_0_display,qualification_0_code_coding_0_display
Practitioner,practitioner,qualification_0_code_text,qualification_0_code_text
Practitioner,practitioner,qualification_0_period_start,qualification_0_period_start
Practitioner,practitioner,qualification_0_period_end,qualification_0_period_end
Practitioner,practitioner,qualification_0_issuer_display,qualification_0_issuer_display
Practitioner,practitioner,qualification_1_code_coding_0_system,qualification_1_code_coding_0_system
Practitioner,practitioner,qualification_1_code_coding_0_code,qualification_1_code_coding_0_code
Practitioner,practitioner,qualification_1_code_coding_0_display,qualification_1_code_coding_0_display
Practitioner,practitioner,qualification_1_code_text,qualification_1_code_text
Practitioner,practitioner,qualification_1_period_start,qualification_1_period_start
Practitioner,practitioner,qualification_1_period_end,qualification_1_period_end
Practitioner,practitioner,qualification_1_issuer_display,qualification_1_issuer_display
Practitioner,practitioner,communication_0_language_coding_0_system,communication_0_language_coding_0_system
Practitioner,practitioner,communication_0_language_coding_0_code,communication_0_language_coding_0_code
Practitioner,practitioner,communication_0_language_coding_0_display,communication_0_language_coding_0_display
Practitioner,practitioner,communication_0_preferred,communication_0_preferred
Practitioner,practitioner,communication_1_language_coding_0_system,communication_1_language_coding_0_system
Practitioner,practitioner,communication_1_language_coding_0_code,communication_1_language_coding_0_code
Practitioner,practitioner,communication_1_language_coding_0_display,communication_1_language_coding_0_display
Practitioner,practitioner,communication_1_preferred,communication_1_preferred
Practitioner,practitioner,createdAt,created_at
Practitioner,practitioner,updatedAt,updated_at
Practitioner,practitioner,isDeleted,is_deleted
Procedure,procedure,,
Procedure,procedure,id,id
Procedure,procedure,resourceType,resource_type
Procedure,procedure,status,status
Procedure,procedure,category_0_coding_0_system,category_0_coding_0_system
Procedure,procedure,category_0_coding_0_code,category_0_coding_0_code
Procedure,procedure,category_0_coding_0_display,category_0_coding_0_display
Procedure,procedure,category_0_text,category_0_text
Procedure,procedure,code_coding_0_system,code_coding_0_system
Procedure,procedure,code_coding_0_code,code_coding_0_code
Procedure,procedure,code_coding_0_display,code_coding_0_display
Procedure,procedure,code_coding_1_system,code_coding_1_system
Procedure,procedure,code_coding_1_code,code_coding_1_code
Procedure,procedure,code_coding_1_display,code_coding_1_display
Procedure,procedure,code_text,code_text
Procedure,procedure,subject_reference,subject_reference
Procedure,procedure,subject_display,subject_display
Procedure,procedure,encounter_reference,encounter_reference
Procedure,procedure,encounter_display,encounter_display
Procedure,procedure,occurrencePeriod_start,occurrence_period_start
Procedure,procedure,occurrencePeriod_end,occurrence_period_end
Procedure,procedure,occurrenceDateTime,occurrence_date_time
Procedure,procedure,recorded,recorded
Procedure,procedure,recorder_reference,recorder_reference
Procedure,procedure,recorder_display,recorder_display
Procedure,procedure,performer_0_actor_reference,performer_0_actor_reference
Procedure,procedure,performer_0_actor_display,performer_0_actor_display
Procedure,procedure,performer_0_function_coding_0_system,performer_0_function_coding_0_system
Procedure,procedure,performer_0_function_coding_0_code,performer_0_function_coding_0_code
Procedure,procedure,performer_0_function_coding_0_display,performer_0_function_coding_0_display
Procedure,procedure,performer_1_actor_reference,performer_1_actor_reference
Procedure,procedure,performer_1_actor_display,performer_1_actor_display
Procedure,procedure,performer_1_function_coding_0_system,performer_1_function_coding_0_system
Procedure,procedure,performer_1_function_coding_0_code,performer_1_function_coding_0_code
Procedure,procedure,performer_1_function_coding_0_display,performer_1_function_coding_0_display
Procedure,procedure,location_reference,location_reference
Procedure,procedure,location_display,location_display
Procedure,procedure,reason_0_concept_coding_0_system,reason_0_concept_coding_0_system
Procedure,procedure,reason_0_concept_coding_0_code,reason_0_concept_coding_0_code
Procedure,procedure,reason_0_concept_coding_0_display,reason_0_concept_coding_0_display
Procedure,procedure,reason_0_concept_text,reason_0_concept_text
Procedure,procedure,reason_0_reference_reference,reason_0_reference_reference
Procedure,procedure,reason_0_reference_display,reason_0_reference_display
Procedure,procedure,bodySite_0_coding_0_system,body_site_0_coding_0_system
Procedure,procedure,bodySite_0_coding_0_code,body_site_0_coding_0_code
Procedure,procedure,bodySite_0_coding_0_display,body_site_0_coding_0_display
Procedure,procedure,bodySite_0_coding_1_system,body_site_0_coding_1_system
Procedure,procedure,bodySite_0_coding_1_code,body_site_0_coding_1_code
Procedure,procedure,bodySite_0_coding_1_display,body_site_0_coding_1_display
Procedure,procedure,bodySite_0_text,body_site_0_text
Procedure,procedure,usedCode_0_concept_coding_0_system,used_code_0_concept_coding_0_system
Procedure,procedure,usedCode_0_concept_coding_0_code,used_code_0_concept_coding_0_code
Procedure,procedure,usedCode_0_concept_coding_0_display,used_code_0_concept_coding_0_display
Procedure,procedure,usedCode_0_concept_text,used_code_0_concept_text
Procedure,procedure,report_0_reference,report_0_reference
Procedure,procedure,report_0_display,report_0_display
Procedure,procedure,statusReason_coding_0_system,status_reason_coding_0_system
Procedure,procedure,statusReason_coding_0_code,status_reason_coding_0_code
Procedure,procedure,statusReason_coding_0_display,status_reason_coding_0_display
Procedure,procedure,outcome_coding_0_system,outcome_coding_0_system
Procedure,procedure,outcome_coding_0_code,outcome_coding_0_code
Procedure,procedure,outcome_coding_0_display,outcome_coding_0_display
Procedure,procedure,outcome_text,outcome_text
Procedure,procedure,note_0_text,note_0_text
Procedure,procedure,note_0_time,note_0_time
Procedure,procedure,createdAt,created_at
Procedure,procedure,updatedAt,updated_at
Procedure,procedure,isDeleted,is_deleted
Task,task,,
Task,task,id,id
Task,task,resourceType,resource_type
Task,task,meta_versionId,meta_version_id
Task,task,meta_lastUpdated,meta_last_updated
Task,task,meta_source,meta_source
Task,task,meta_profile_0,meta_profile_0
Task,task,meta_security_0_system,meta_security_0_system
Task,task,meta_security_0_code,meta_security_0_code
Task,task,meta_security_0_display,meta_security_0_display
Task,task,meta_tag_0_system,meta_tag_0_system
Task,task,meta_tag_0_code,meta_tag_0_code
Task,task,meta_tag_0_display,meta_tag_0_display
Task,task,text_status,text_status
Task,task,text_div,text_div
Task,task,identifier_0_use,identifier_0_use
Task,task,identifier_0_type_coding_0_system,identifier_0_type_coding_0_system
Task,task,identifier_0_type_coding_0_code,identifier_0_type_coding_0_code
Task,task,identifier_0_type_coding_0_display,identifier_0_type_coding_0_display
Task,task,identifier_0_system,identifier_0_system
Task,task,identifier_0_value,identifier_0_value
Task,task,identifier_0_period_start,identifier_0_period_start
Task,task,identifier_0_period_end,identifier_0_period_end
Task,task,identifier_0_assigner_display,identifier_0_assigner_display
Task,task,status,status
Task,task,statusReason_coding_0_system,status_reason_coding_0_system
Task,task,statusReason_coding_0_code,status_reason_coding_0_code
Task,task,statusReason_coding_0_display,status_reason_coding_0_display
Task,task,statusReason_text,status_reason_text
Task,task,businessStatus_coding_0_system,business_status_coding_0_system
Task,task,businessStatus_coding_0_code,business_status_coding_0_code
Task,task,businessStatus_coding_0_display,business_status_coding_0_display
Task,task,businessStatus_text,business_status_text
Task,task,intent,intent
Task,task,priority,priority
Task,task,code_coding_0_system,code_coding_0_system
Task,task,code_coding_0_code,code_coding_0_code
Task,task,code_coding_0_display,code_coding_0_display
Task,task,code_text,code_text
Task,task,description,description
Task,task,focus_reference,focus_reference
Task,task,focus_display,focus_display
Task,task,focus_type_coding_0_system,focus_type_coding_0_system
Task,task,focus_type_coding_0_code,focus_type_coding_0_code
Task,task,basedOn_0_reference,based_on_0_reference
Task,task,basedOn_0_display,based_on_0_display
Task,task,dependency_0_reference,dependency_0_reference
Task,task,dependency_0_display,dependency_0_display
Task,task,for_reference,for_reference
Task,task,for_display,for_display
Task,task,encounter_reference,encounter_reference
Task,task,encounter_display,encounter_display
Task,task,authoredOn,authored_on
Task,task,lastModified,last_modified
Task,task,requester_reference,requester_reference
Task,task,requester_display,requester_display
Task,task,requester_onBehalfOf_reference,requester_on_behalf_of_reference
Task,task,requester_onBehalfOf_display,requester_on_behalf_of_display
Task,task,owner_reference,owner_reference
Task,task,owner_display,owner_display
Task,task,reasonCode_0_coding_0_system,reason_code_0_coding_0_system
Task,task,reasonCode_0_coding_0_code,reason_code_0_coding_0_code
Task,task,reasonCode_0_coding_0_display,reason_code_0_coding_0_display
Task,task,reasonCode_0_text,reason_code_0_text
Task,task,reasonReference_0_reference,reason_reference_0_reference
