table_name,ordinal,column_name,column_type,mode,schema_file
Observation,144,referenceRange_0_low_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,145,referenceRange_0_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,146,referenceRange_0_type_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,147,referenceRange_0_type_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,148,referenceRange_0_type_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,149,referenceRange_0_appliesTo_0_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,150,referenceRange_0_appliesTo_0_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,151,referenceRange_0_appliesTo_0_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,152,referenceRange_0_age_low_unit,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,153,referenceRange_0_age_low_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,154,referenceRange_0_age_low_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,155,referenceRange_0_age_high_unit,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,156,referenceRange_0_age_high_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,157,referenceRange_0_age_high_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,158,interpretation_0_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,159,interpretation_0_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,160,interpretation_0_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,161,interpretation_0_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,162,dataAbsentReason_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,163,dataAbsentReason_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,164,dataAbsentReason_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,165,identifier_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,166,identifier_0_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,167,identifier_0_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,168,identifier_0_period_start,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,169,identifier_0_assigner_reference,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,170,note_0_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,171,note_0_time,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,172,note_0_authorReference_reference,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,173,note_1_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,174,identifier_0_assigner_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,175,note_0_authorReference_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,176,valueAttachment_data,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,177,valueAttachment_hash,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,178,identifier_0_period_end,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,179,authored,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,180,code_coding_0_version,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,181,device_identifier,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,182,encounter_identifier_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,183,encounter_identifier_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,184,meta_profile_1,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,185,meta_profile_2,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,186,meta_source,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,187,note_1_time,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,188,note_2_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,189,performer_0_identifier_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,190,performer_0_identifier_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,191,specimen_identifier_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,192,specimen_identifier_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,193,subject_identifier_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,194,subject_identifier_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,195,valueAttachment_language,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,196,valueRange_high_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,197,valueRange_high_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,198,valueRange_low_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,199,valueRange_low_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,200,valueRatio_denominator_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,201,valueRatio_denominator_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,202,valueRatio_numerator_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,203,valueRatio_numerator_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,204,valueReference_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,205,valueReference_reference,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Observation,206,valueReference_type,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ObservationSchema.java
Patient,1,id,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,2,resourceType,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,3,active,BOOL,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,4,gender,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,5,birth_date,DATE,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,6,marital_status,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,7,medical_record_number,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,8,name_0_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,9,name_0_family,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,10,name_0_given,STRING,REPEATED,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,11,name_0_prefix,STRING,REPEATED,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,12,name_1_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,13,name_1_family,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,14,name_1_given,STRING,REPEATED,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,15,name_1_prefix,STRING,REPEATED,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,16,address_0_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,17,address_0_type,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,18,address_0_line,STRING,REPEATED,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,19,address_0_city,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,20,address_0_district,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,21,address_0_state,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,22,address_0_postal_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,23,address_0_country,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,24,address_1_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,25,address_1_type,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,26,address_1_line,STRING,REPEATED,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,27,address_1_city,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,28,address_1_district,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,29,address_1_state,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,30,address_1_postal_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,31,address_1_country,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,32,generalPractitioner_0_reference,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,33,generalPractitioner_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,34,generalPractitioner_1_reference,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,35,generalPractitioner_1_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,36,managingOrganization_reference,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,37,managingOrganization_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,38,race,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,39,ethnicity,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,40,createdAt,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,41,updatedAt,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Patient,42,isDeleted,BOOL,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PatientSchema.java
Practitioner,1,id,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,2,resourceType,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,3,meta_versionId,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,4,meta_lastUpdated,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,5,meta_profile_0,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,6,text_status,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,7,text_div,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,8,identifier_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,9,identifier_0_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,10,identifier_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,11,identifier_1_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,12,identifier_1_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,13,identifier_1_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,14,identifier_2_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,15,identifier_2_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,16,identifier_2_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,17,active,BOOL,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,18,name_0_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,19,name_0_family,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,20,name_0_given_0,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,21,name_0_prefix_0,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,22,name_1_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,23,name_1_family,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,24,name_1_given_0,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,25,name_1_given_1,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,26,telecom_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,27,telecom_0_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,28,telecom_0_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,29,telecom_1_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,30,telecom_1_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,31,telecom_1_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,32,telecom_2_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,33,telecom_2_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,34,telecom_2_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,35,address_0_use,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,36,address_0_type,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,37,address_0_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,38,address_0_line_0,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,39,address_0_line_1,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,40,address_0_city,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,41,address_0_state,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,42,address_0_postalCode,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,43,address_0_country,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,44,gender,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,45,birthDate,DATE,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,46,qualification_0_identifier_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,47,qualification_0_identifier_0_value,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,48,qualification_0_code_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,49,qualification_0_code_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,50,qualification_0_code_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,51,qualification_0_code_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,52,qualification_0_period_start,DATE,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,53,qualification_0_period_end,DATE,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,54,qualification_0_issuer_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,55,qualification_1_code_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,56,qualification_1_code_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,57,qualification_1_code_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,58,qualification_1_code_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,59,qualification_1_period_start,DATE,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,60,qualification_1_period_end,DATE,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,61,qualification_1_issuer_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,62,communication_0_language_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,63,communication_0_language_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,64,communication_0_language_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,65,communication_0_preferred,BOOL,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,66,communication_1_language_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,67,communication_1_language_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,68,communication_1_language_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,69,communication_1_preferred,BOOL,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,70,createdAt,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,71,updatedAt,TIMESTAMP,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Practitioner,72,isDeleted,BOOL,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/PractitionerSchema.java
Procedure,1,id,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,2,resourceType,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,3,status,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,4,category_0_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,5,category_0_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,6,category_0_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,7,category_0_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,8,code_coding_0_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,9,code_coding_0_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,10,code_coding_0_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,11,code_coding_1_system,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,12,code_coding_1_code,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,13,code_coding_1_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,14,code_text,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,15,subject_reference,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
Procedure,16,subject_display,STRING,NULLABLE,src/main/java/com/fluxfhir/opt/v2/infrastructure/bigquery/schema/ProcedureSchema.java
